Cod.registro;ID do cliente;Nome do cliente;Sexo;Estado civil;Renda mensal (R$);Tipo da transação;data
t2416;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;02/10/2024
t2417;67;Maria Santos;Feminino;Casado(a);7073,73;saque;25/12/2024
t2418;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;pix;22/09/2024
t2419;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;14/09/2024
t2420;70;Camila Silva;Feminino;Casado(a);9404,2;pix;03/07/2024
t2421;71;Ana Santos;Feminino;Viúvo(a);5536,68;pix;30/07/2024
t2422;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;25/12/2024
t2423;73;Pedro Lima;Masculino;Casado(a);3623,33;pix;10/08/2024
t2424;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;15/09/2024
t2425;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;07/09/2024
t2426;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;29/09/2024
t2427;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;10/10/2024
t2428;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;saque;15/07/2024
t2429;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;pix;08/09/2024
t2430;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;13/08/2024
t2431;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;23/09/2024
t2432;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;13/09/2024
t2433;83;João Santos;Masculino;Viúvo(a);3293,73;saque;07/09/2024
t2434;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;pix;22/10/2024
t2435;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;03/07/2024
t2436;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;28/11/2024
t2437;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;pix;27/09/2024
t2438;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;14/11/2024
t2439;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;29/08/2024
t2440;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;18/09/2024
t2441;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;26/08/2024
t2442;92;Paulo Santos;Masculino;Casado(a);7067,29;saque;12/09/2024
t2443;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;21/10/2024
t2444;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;28/10/2024
t2445;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;19/09/2024
t2446;96;Maria Costa;Feminino;Solteiro(a);9138,77;saque;07/09/2024
t2447;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;pix;23/12/2024
t2448;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;03/09/2024
t2449;99;Camila Almeida;Feminino;Casado(a);6216,24;pix;20/10/2024
t2450;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;26/07/2024
t2451;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;09/11/2024
t2452;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;06/09/2024
t2453;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;25/11/2024
t2454;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;pix;18/11/2024
t2455;55;Ana Araújo;Feminino;Solteiro(a);2242,64;pix;13/12/2024
t2456;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;28/09/2024
t2457;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;01/08/2024
t2458;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;11/12/2024
t2459;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;09/07/2024
t2460;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;16/09/2024
t2461;61;Pedro Silva;Masculino;Viúvo(a);4856,81;pix;05/09/2024
t2462;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;01/11/2024
t2463;63;João Souza;Masculino;Casado(a);8710,4;saque;28/12/2024
t2464;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;saque;18/09/2024
t2465;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;24/07/2024
t2466;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;12/10/2024
t2467;67;Maria Santos;Feminino;Casado(a);7073,73;saque;27/09/2024
t2468;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;pix;29/09/2024
t2469;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;17/07/2024
t2470;70;Camila Silva;Feminino;Casado(a);9404,2;pix;10/12/2024
t2471;71;Ana Santos;Feminino;Viúvo(a);5536,68;pix;13/09/2024
t2472;72;Pedro Souza;Masculino;Solteiro(a);9206,39;saque;08/11/2024
t2473;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;30/11/2024
t2474;74;Ana Almeida;Feminino;Divorciado(a);3513,16;saque;13/10/2024
t2475;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;23/11/2024
t2476;76;Carlos Almeida;Masculino;Casado(a);3768,54;saque;14/10/2024
t2477;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;saque;15/12/2024
t2478;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;12/07/2024
t2479;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;01/10/2024
t2480;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;05/09/2024
t2481;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;23/09/2024
t2482;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;24/09/2024
t2483;83;João Santos;Masculino;Viúvo(a);3293,73;pix;03/08/2024
t2484;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;19/11/2024
t2485;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;16/10/2024
t2486;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;10/07/2024
t2487;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;06/07/2024
t2488;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;05/08/2024
t2489;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;13/11/2024
t2490;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;05/07/2024
t2491;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;01/11/2024
t2492;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;30/11/2024
t2493;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;31/08/2024
t2494;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;saque;16/07/2024
t2495;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;06/11/2024
t2496;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;10/08/2024
t2497;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;pix;28/11/2024
t2498;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;19/07/2024
t2499;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;14/09/2024
t2500;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;saque;18/10/2024
t2501;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;pix;24/11/2024
t2502;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;15/11/2024
t2503;3;Camila Souza;Feminino;Casado(a);3075,08;saque;09/12/2024
t2504;4;Camila Costa;Feminino;Casado(a);4260,5;saque;02/09/2024
t2505;5;Beatriz Pereira;Feminino;Casado(a);3787,57;saque;09/10/2024
t2506;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;pix;07/11/2024
t2507;7;Paulo Araújo;Masculino;Casado(a);6946,26;saque;17/11/2024
t2508;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;saque;26/07/2024
t2509;9;João Pereira;Masculino;Casado(a);6632,51;pix;10/10/2024
t2510;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;04/10/2024
t2511;11;Paulo Costa;Masculino;Divorciado(a);5495,68;pix;28/12/2024
t2512;12;Carlos Costa;Masculino;Casado(a);5143,81;pix;10/09/2024
t2513;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;23/07/2024
t2514;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;04/07/2024
t2515;15;Maria Silva;Feminino;Divorciado(a);5514,13;saque;08/12/2024
t2516;16;Carlos Santos;Masculino;Casado(a);1324,58;saque;25/10/2024
t2517;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;pix;24/11/2024
t2518;18;Beatriz Lima;Feminino;Casado(a);3189,75;pix;18/10/2024
t2519;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;13/10/2024
t2520;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;saque;23/12/2024
t2521;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;pix;03/09/2024
t2522;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;saque;27/07/2024
t2523;23;Camila Santos;Feminino;Divorciado(a);4135,44;pix;26/12/2024
t2524;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;saque;23/09/2024
t2525;25;Camila Araújo;Feminino;Divorciado(a);1446,38;saque;11/12/2024
t2526;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;09/11/2024
t2527;27;Ana Lima;Feminino;Casado(a);9045,74;saque;09/10/2024
t2528;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;saque;16/07/2024
t2529;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;pix;30/10/2024
t2530;30;João Lima;Masculino;Solteiro(a);9251,39;saque;15/08/2024
t2531;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;pix;10/08/2024
t2532;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;pix;13/12/2024
t2533;33;João Silva;Masculino;Divorciado(a);4977,08;saque;31/12/2024
t2534;34;João Oliveira;Masculino;Solteiro(a);5256,48;pix;31/10/2024
t2535;35;João Almeida;Masculino;Solteiro(a);8222,99;pix;15/12/2024
t2536;36;Paulo Silva;Masculino;Casado(a);8762,13;saque;30/11/2024
t2537;37;Paulo Nascimento;Masculino;Casado(a);1335,42;saque;05/09/2024
t2538;38;Maria Almeida;Feminino;Casado(a);3826,69;pix;21/12/2024
t2539;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;pix;09/12/2024
t2540;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;02/12/2024
t2541;41;João Nascimento;Masculino;Viúvo(a);1235,29;saque;22/08/2024
t2542;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;saque;01/11/2024
t2543;43;Maria Lima;Feminino;Casado(a);3563,85;saque;13/12/2024
t2544;44;Pedro Costa;Masculino;Casado(a);4806,37;saque;23/10/2024
t2545;45;João Araújo;Masculino;Solteiro(a);2403,54;saque;07/09/2024
t2546;46;João Costa;Masculino;Viúvo(a);2885,35;saque;04/10/2024
t2547;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;saque;16/11/2024
t2548;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;pix;14/08/2024
t2549;49;Carlos Oliveira;Masculino;Casado(a);3082,95;pix;03/07/2024
t2550;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;pix;24/07/2024
t2551;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;pix;10/11/2024
t2552;2;Ana Costa;Feminino;Viúvo(a);4347,62;pix;06/12/2024
t2553;3;Camila Souza;Feminino;Casado(a);3075,08;saque;24/10/2024
t2554;4;Camila Costa;Feminino;Casado(a);4260,5;pix;26/11/2024
t2555;5;Beatriz Pereira;Feminino;Casado(a);3787,57;saque;01/12/2024
t2556;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;saque;07/12/2024
t2557;7;Paulo Araújo;Masculino;Casado(a);6946,26;saque;21/08/2024
t2558;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;saque;25/10/2024
t2559;9;João Pereira;Masculino;Casado(a);6632,51;pix;19/09/2024
t2560;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;15/12/2024
t2561;11;Paulo Costa;Masculino;Divorciado(a);5495,68;saque;16/08/2024
t2562;12;Carlos Costa;Masculino;Casado(a);5143,81;saque;17/07/2024
t2563;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;pix;24/07/2024
t2564;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;10/09/2024
t2565;15;Maria Silva;Feminino;Divorciado(a);5514,13;pix;22/10/2024
t2566;16;Carlos Santos;Masculino;Casado(a);1324,58;saque;08/09/2024
t2567;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;saque;13/09/2024
t2568;18;Beatriz Lima;Feminino;Casado(a);3189,75;pix;02/11/2024
t2569;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;02/08/2024
t2570;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;saque;02/08/2024
t2571;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;pix;29/12/2024
t2572;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;saque;05/12/2024
t2573;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;27/07/2024
t2574;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;saque;04/11/2024
t2575;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;01/11/2024
t2576;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;08/10/2024
t2577;27;Ana Lima;Feminino;Casado(a);9045,74;saque;04/10/2024
t2578;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;pix;09/08/2024
t2579;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;pix;18/07/2024
t2580;30;João Lima;Masculino;Solteiro(a);9251,39;saque;21/12/2024
t2581;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;pix;13/11/2024
t2582;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;pix;01/12/2024
t2583;33;João Silva;Masculino;Divorciado(a);4977,08;saque;22/07/2024
t2584;34;João Oliveira;Masculino;Solteiro(a);5256,48;pix;06/10/2024
t2585;35;João Almeida;Masculino;Solteiro(a);8222,99;pix;03/07/2024
t2586;36;Paulo Silva;Masculino;Casado(a);8762,13;pix;12/07/2024
t2587;37;Paulo Nascimento;Masculino;Casado(a);1335,42;saque;16/11/2024
t2588;38;Maria Almeida;Feminino;Casado(a);3826,69;saque;27/12/2024
t2589;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;pix;14/12/2024
t2590;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;pix;17/08/2024
t2591;41;João Nascimento;Masculino;Viúvo(a);1235,29;pix;06/09/2024
t2592;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;saque;13/11/2024
t2593;43;Maria Lima;Feminino;Casado(a);3563,85;saque;11/11/2024
t2594;44;Pedro Costa;Masculino;Casado(a);4806,37;saque;29/12/2024
t2595;45;João Araújo;Masculino;Solteiro(a);2403,54;pix;25/08/2024
t2596;46;João Costa;Masculino;Viúvo(a);2885,35;saque;22/10/2024
t2597;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;saque;01/12/2024
t2598;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;pix;31/12/2024
t2599;49;Carlos Oliveira;Masculino;Casado(a);3082,95;saque;29/07/2024
t2600;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;30/11/2024
t2601;1;Beatriz Oliveira;Feminino;Casado(a);8413,63;saque;02/08/2024
t2602;2;Ana Costa;Feminino;Viúvo(a);4347,62;saque;16/07/2024
t2603;3;Camila Souza;Feminino;Casado(a);3075,08;pix;06/08/2024
t2604;4;Camila Costa;Feminino;Casado(a);4260,5;pix;29/11/2024
t2605;5;Beatriz Pereira;Feminino;Casado(a);3787,57;saque;09/11/2024
t2606;6;Fernanda Souza;Feminino;Solteiro(a);8483,37;saque;26/11/2024
t2607;7;Paulo Araújo;Masculino;Casado(a);6946,26;pix;23/08/2024
t2608;8;Fernanda Almeida;Feminino;Solteiro(a);9539,49;saque;18/10/2024
t2609;9;João Pereira;Masculino;Casado(a);6632,51;saque;30/11/2024
t2610;10;Carlos Souza;Masculino;Divorciado(a);6195,28;saque;10/12/2024
t2611;11;Paulo Costa;Masculino;Divorciado(a);5495,68;saque;27/08/2024
t2612;12;Carlos Costa;Masculino;Casado(a);5143,81;pix;13/11/2024
t2613;13;Ricardo Costa;Masculino;Viúvo(a);7358,74;saque;24/07/2024
t2614;14;Pedro Araújo;Masculino;Viúvo(a);8644,22;pix;27/09/2024
t2615;15;Maria Silva;Feminino;Divorciado(a);5514,13;pix;30/07/2024
t2616;16;Carlos Santos;Masculino;Casado(a);1324,58;pix;08/07/2024
t2617;17;Camila Nascimento;Masculino;Divorciado(a);2664,98;saque;02/08/2024
t2618;18;Beatriz Lima;Feminino;Casado(a);3189,75;saque;03/11/2024
t2619;19;Ricardo Silva;Masculino;Viúvo(a);3421,08;pix;14/08/2024
t2620;20;Ricardo Oliveira;Masculino;Casado(a);5586,92;pix;04/10/2024
t2621;21;Maria Nascimento;Feminino;Divorciado(a);4777,23;saque;07/08/2024
t2622;22;Beatriz Santos;Feminino;Viúvo(a);8920,4;saque;08/10/2024
t2623;23;Camila Santos;Feminino;Divorciado(a);4135,44;saque;17/11/2024
t2624;24;Beatriz Costa;Feminino;Divorciado(a);6425,75;pix;01/09/2024
t2625;25;Camila Araújo;Feminino;Divorciado(a);1446,38;pix;09/08/2024
t2626;26;Ana Pereira;Feminino;Solteiro(a);5898,85;saque;10/11/2024
t2627;27;Ana Lima;Feminino;Casado(a);9045,74;pix;26/11/2024
t2628;28;Carlos Araújo;Masculino;Divorciado(a);9133,82;pix;26/08/2024
t2629;29;Ricardo Nascimento;Masculino;Viúvo(a);3249,69;saque;20/08/2024
t2630;30;João Lima;Masculino;Solteiro(a);9251,39;pix;10/12/2024
t2631;31;Fernanda Santos;Feminino;Solteiro(a);9062,56;saque;02/11/2024
t2632;32;Ricardo Lima;Masculino;Solteiro(a);4124,23;saque;11/09/2024
t2633;33;João Silva;Masculino;Divorciado(a);4977,08;saque;22/12/2024
t2634;34;João Oliveira;Masculino;Solteiro(a);5256,48;pix;04/11/2024
t2635;35;João Almeida;Masculino;Solteiro(a);8222,99;saque;03/09/2024
t2636;36;Paulo Silva;Masculino;Casado(a);8762,13;saque;25/10/2024
t2637;37;Paulo Nascimento;Masculino;Casado(a);1335,42;saque;29/09/2024
t2638;38;Maria Almeida;Feminino;Casado(a);3826,69;pix;28/07/2024
t2639;39;Fernanda Costa;Feminino;Divorciado(a);2204,7;pix;23/10/2024
t2640;40;Beatriz Souza;Feminino;Viúvo(a);6904,35;saque;23/12/2024
t2641;41;João Nascimento;Masculino;Viúvo(a);1235,29;saque;10/11/2024
t2642;42;Paulo Almeida;Masculino;Solteiro(a);5970,13;saque;21/11/2024
t2643;43;Maria Lima;Feminino;Casado(a);3563,85;saque;07/09/2024
t2644;44;Pedro Costa;Masculino;Casado(a);4806,37;saque;19/10/2024
t2645;45;João Araújo;Masculino;Solteiro(a);2403,54;pix;28/11/2024
t2646;46;João Costa;Masculino;Viúvo(a);2885,35;saque;11/12/2024
t2647;47;Carlos Nascimento;Masculino;Divorciado(a);4353,97;pix;20/09/2024
t2648;48;Ana Oliveira;Feminino;Solteiro(a);7390,72;saque;01/08/2024
t2649;49;Carlos Oliveira;Masculino;Casado(a);3082,95;saque;04/07/2024
t2650;50;Paulo Pereira;Masculino;Viúvo(a);6501,81;saque;11/12/2024
t2651;51;Maria Souza;Masculino;Divorciado(a);6640,12;saque;27/08/2024
t2652;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;13/12/2024
t2653;53;Camila Pereira;Feminino;Viúvo(a);9997,24;saque;16/12/2024
t2654;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;saque;24/12/2024
t2655;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;12/08/2024
t2656;56;Ana Souza;Feminino;Divorciado(a);7224,18;saque;22/09/2024
t2657;57;Pedro Santos;Masculino;Solteiro(a);4162,47;pix;14/08/2024
t2658;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;01/10/2024
t2659;59;Paulo Souza;Masculino;Solteiro(a);4626,61;pix;23/12/2024
t2660;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;22/10/2024
t2661;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;15/07/2024
t2662;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;07/09/2024
t2663;63;João Souza;Masculino;Casado(a);8710,4;pix;13/09/2024
t2664;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;pix;14/09/2024
t2665;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;27/10/2024
t2666;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;saque;03/10/2024
t2667;67;Maria Santos;Feminino;Casado(a);7073,73;saque;07/07/2024
t2668;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;pix;19/11/2024
t2669;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;saque;22/10/2024
t2670;70;Camila Silva;Feminino;Casado(a);9404,2;pix;05/07/2024
t2671;71;Ana Santos;Feminino;Viúvo(a);5536,68;pix;12/10/2024
t2672;72;Pedro Souza;Masculino;Solteiro(a);9206,39;pix;18/10/2024
t2673;73;Pedro Lima;Masculino;Casado(a);3623,33;pix;20/11/2024
t2674;74;Ana Almeida;Feminino;Divorciado(a);3513,16;saque;19/12/2024
t2675;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;saque;24/12/2024
t2676;76;Carlos Almeida;Masculino;Casado(a);3768,54;pix;05/11/2024
t2677;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;24/12/2024
t2678;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;20/11/2024
t2679;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;11/08/2024
t2680;80;Maria Araújo;Feminino;Viúvo(a);9604,91;pix;31/08/2024
t2681;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;12/07/2024
t2682;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;pix;05/07/2024
t2683;83;João Santos;Masculino;Viúvo(a);3293,73;saque;27/12/2024
t2684;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;11/12/2024
t2685;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;pix;15/08/2024
t2686;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;01/12/2024
t2687;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;14/08/2024
t2688;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;13/11/2024
t2689;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;saque;07/12/2024
t2690;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;27/07/2024
t2691;91;Camila Lima;Feminino;Solteiro(a);5245,67;saque;22/09/2024
t2692;92;Paulo Santos;Masculino;Casado(a);7067,29;pix;11/09/2024
t2693;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;14/08/2024
t2694;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;pix;11/08/2024
t2695;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;saque;12/11/2024
t2696;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;10/12/2024
t2697;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;saque;01/12/2024
t2698;98;Carlos Lima;Masculino;Solteiro(a);2153,81;saque;28/07/2024
t2699;99;Camila Almeida;Feminino;Casado(a);6216,24;saque;25/07/2024
t2700;100;Pedro Oliveira;Masculino;Divorciado(a);5096,61;pix;28/11/2024
t2701;51;Maria Souza;Masculino;Divorciado(a);6640,12;pix;24/12/2024
t2702;52;Maria Pereira;Masculino;Viúvo(a);1251,33;saque;31/12/2024
t2703;53;Camila Pereira;Feminino;Viúvo(a);9997,24;pix;16/08/2024
t2704;54;Pedro Pereira;Masculino;Viúvo(a);5654,41;saque;19/08/2024
t2705;55;Ana Araújo;Feminino;Solteiro(a);2242,64;saque;07/07/2024
t2706;56;Ana Souza;Feminino;Divorciado(a);7224,18;pix;21/08/2024
t2707;57;Pedro Santos;Masculino;Solteiro(a);4162,47;saque;26/08/2024
t2708;58;Ana Nascimento;Feminino;Viúvo(a);1696,57;pix;15/07/2024
t2709;59;Paulo Souza;Masculino;Solteiro(a);4626,61;saque;11/10/2024
t2710;60;Pedro Almeida;Masculino;Viúvo(a);2511,08;saque;08/09/2024
t2711;61;Pedro Silva;Masculino;Viúvo(a);4856,81;saque;23/12/2024
t2712;62;Ricardo Araújo;Masculino;Casado(a);7862,92;pix;15/07/2024
t2713;63;João Souza;Masculino;Casado(a);8710,4;pix;07/10/2024
t2714;64;Beatriz Araújo;Feminino;Viúvo(a);9982,73;saque;19/12/2024
t2715;65;Paulo Oliveira;Masculino;Divorciado(a);4910,57;pix;19/11/2024
t2716;66;Ricardo Pereira;Masculino;Divorciado(a);8061,68;pix;21/10/2024
t2717;67;Maria Santos;Feminino;Casado(a);7073,73;saque;02/11/2024
t2718;68;Ricardo Santos;Masculino;Solteiro(a);2091,16;saque;23/08/2024
t2719;69;Beatriz Almeida;Feminino;Divorciado(a);2295,74;pix;02/10/2024
t2720;70;Camila Silva;Feminino;Casado(a);9404,2;pix;28/11/2024
t2721;71;Ana Santos;Feminino;Viúvo(a);5536,68;saque;09/07/2024
t2722;72;Pedro Souza;Masculino;Solteiro(a);9206,39;saque;12/07/2024
t2723;73;Pedro Lima;Masculino;Casado(a);3623,33;saque;09/09/2024
t2724;74;Ana Almeida;Feminino;Divorciado(a);3513,16;pix;14/07/2024
t2725;75;Beatriz Nascimento;Feminino;Solteiro(a);8618,32;pix;08/10/2024
t2726;76;Carlos Almeida;Masculino;Casado(a);3768,54;pix;02/12/2024
t2727;77;Fernanda Silva;Feminino;Divorciado(a);6404,77;pix;28/08/2024
t2728;78;Fernanda Nascimento;Feminino;Solteiro(a);6640,52;pix;30/10/2024
t2729;79;Maria Oliveira;Feminino;Divorciado(a);3248,2;saque;25/12/2024
t2730;80;Maria Araújo;Feminino;Viúvo(a);9604,91;saque;04/09/2024
t2731;81;Paulo Lima;Masculino;Viúvo(a);1367,75;pix;15/10/2024
t2732;82;Camila Oliveira;Feminino;Solteiro(a);7459,19;saque;19/12/2024
t2733;83;João Santos;Masculino;Viúvo(a);3293,73;saque;15/07/2024
t2734;84;Carlos Pereira;Masculino;Solteiro(a);4167,62;saque;07/07/2024
t2735;85;Ricardo Souza;Masculino;Viúvo(a);2183,22;saque;06/12/2024
t2736;86;Fernanda Araújo;Feminino;Casado(a);1369,87;pix;14/10/2024
t2737;87;Fernanda Pereira;Feminino;Divorciado(a);8180,39;saque;26/07/2024
t2738;88;Carlos Silva;Masculino;Divorciado(a);4321,82;pix;07/07/2024
t2739;89;Fernanda Oliveira;Feminino;Divorciado(a);2937,32;pix;08/12/2024
t2740;90;Pedro Nascimento;Masculino;Solteiro(a);7952,55;pix;27/08/2024
t2741;91;Camila Lima;Feminino;Solteiro(a);5245,67;pix;17/09/2024
t2742;92;Paulo Santos;Masculino;Casado(a);7067,29;saque;06/12/2024
t2743;93;Ana Silva;Feminino;Solteiro(a);7776,95;saque;05/08/2024
t2744;94;Beatriz Silva;Feminino;Viúvo(a);3667,17;saque;06/12/2024
t2745;95;Ricardo Almeida;Masculino;Solteiro(a);6941,1;pix;12/08/2024
t2746;96;Maria Costa;Feminino;Solteiro(a);9138,77;pix;27/08/2024
t2747;97;Fernanda Lima;Feminino;Viúvo(a);5692,85;pix;14/09/2024
